Earnings Date,EPS Estimate,Reported EPS,Surprise(%),symbol
2015-04-22 16:00:00-04:00,0.4,0.42,0.0421,META
2015-01-28 16:00:00-05:00,0.49,0.54,0.11230000000000001,META
2014-10-28 16:00:00-04:00,0.4,0.43,0.065,META
2014-07-23 00:00:00-04:00,0.32,0.42,0.3055,META
2014-04-23 00:00:00-04:00,0.24,0.34,0.41590000000000005,META
2014-01-29 00:00:00-05:00,0.27,0.31,0.1553,META
2013-10-30 00:00:00-04:00,0.19,0.25,0.3496,META
2013-07-24 00:00:00-04:00,0.14,0.19,0.3929,META
2013-05-01 00:00:00-04:00,0.13,0.12,-0.042800000000000005,META
2013-01-30 00:00:00-05:00,0.15,0.17,0.11750000000000001,META
2012-10-23 00:00:00-04:00,0.11,0.12,0.09150000000000001,META
2012-07-26 00:00:00-04:00,0.12,0.12,0.0172,META
2025-06-06 12:00:00-04:00,,,,GOOG
2025-04-23 16:00:00-04:00,,,,GOOG
2025-01-28 16:00:00-05:00,,,,GOOG
2024-10-22 16:00:00-04:00,,,,GOOG
2024-07-23 16:00:00-04:00,1.69,,,GOOG
2024-06-07 12:00:00-04:00,,,,GOOG
2024-04-25 16:00:00-04:00,1.51,1.89,0.2521,GOOG
2024-03-06 17:00:00-05:00,1.59,1.64,0.031400000000000004,GOOG
2024-01-30 16:00:00-05:00,1.59,1.64,0.029300000000000003,GOOG
2023-10-24 16:00:00-04:00,1.45,1.55,0.07200000000000001,GOOG
2023-07-25 16:00:00-04:00,1.34,1.44,0.077,GOOG
2023-04-25 16:00:00-04:00,1.06,1.17,0.102,GOOG
2023-02-02 16:00:00-05:00,1.19,1.05,-0.1164,GOOG
2022-10-25 16:00:00-04:00,1.25,1.06,-0.1509,GOOG
2022-07-26 16:00:00-04:00,1.3,1.21,-0.0658,GOOG
2022-04-26 16:00:00-04:00,1.29,1.23,-0.049,GOOG
2022-02-01 16:00:00-05:00,1.38,1.53,0.1155,GOOG
2021-10-26 16:00:00-04:00,1.17,1.4,0.1924,GOOG
2021-07-27 16:00:00-04:00,0.96,1.36,0.41340000000000005,GOOG
2021-04-27 16:00:00-04:00,0.79,1.31,0.6559,GOOG
2021-02-02 16:00:00-05:00,0.8,1.12,0.395,GOOG
2020-10-29 16:00:00-04:00,0.56,0.82,0.4631,GOOG
2020-07-30 16:00:00-04:00,0.42,0.51,0.2143,GOOG
2020-04-28 16:00:00-04:00,0.52,0.49,-0.0492,GOOG
2020-02-03 16:00:00-05:00,0.63,0.77,0.21960000000000002,GOOG
2019-10-28 16:00:00-04:00,0.62,0.54,-0.1354,GOOG
2019-07-25 16:00:00-04:00,0.57,0.71,0.2539,GOOG
2019-04-29 16:00:00-04:00,0.53,0.6,0.1195,GOOG
2019-02-04 16:00:00-05:00,0.54,0.64,0.18,GOOG
2018-10-25 16:00:00-04:00,0.52,0.65,0.25579999999999997,GOOG
2018-07-23 16:00:00-04:00,0.48,0.59,0.23190000000000002,GOOG
2018-04-23 17:00:00-04:00,0.47,0.5,0.06570000000000001,GOOG
2018-02-01 16:00:00-05:00,0.5,0.49,-0.0263,GOOG
2017-10-26 16:00:00-04:00,0.42,0.48,0.149,GOOG
2017-07-24 16:00:00-04:00,0.22,0.25,0.12060000000000001,GOOG
2017-04-27 16:00:00-04:00,0.37,0.39,0.0461,GOOG
2017-01-26 16:00:00-05:00,0.48,0.47,-0.0318,GOOG
2016-10-27 16:00:00-04:00,0.43,0.45,0.0484,GOOG
2016-07-28 16:00:00-04:00,0.4,0.42,0.0489,GOOG
2016-04-21 16:00:00-04:00,0.4,0.38,-0.0572,GOOG
2016-02-01 16:00:00-05:00,0.4,0.43,0.0705,GOOG
2015-10-22 16:00:00-04:00,0.36,0.37,0.0191,GOOG
2015-07-16 16:00:00-04:00,0.34,0.35,0.0366,GOOG
2015-04-23 16:00:00-04:00,,6.57,,GOOG
2015-01-29 16:00:00-05:00,,6.88,,GOOG
2014-10-16 16:00:00-04:00,,6.35,,GOOG
