uuid,title,publisher,link,providerPublishTime,type,relatedTickers,thumbnail,symbol
d262bd9f-fbd3-36ad-ba13-eadd718b6ee2,3 Magnificent Artificial Intelligence (AI) Stocks to Buy in June,Motley Fool,https://finance.yahoo.com/m/d262bd9f-fbd3-36ad-ba13-eadd718b6ee2/3-magnificent-artificial.html,1717334100,STORY,"[""NVDA"", ""AMZN"", ""META""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/jIwk39Q8h5IWzrA3cYrIwQ--~B/aD0xNDEyO3c9MjEyMjthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/motleyfool.com/99bf71b9c32a02511e43db76c8f3c18e"", ""width"": 2122, ""height"": 1412, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/2CTl0oVu3w4MYQFYlCIULQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/99bf71b9c32a02511e43db76c8f3c18e"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",AMZN
bbe0e95d-d84c-3b5f-918c-8ec9f8639c38,We Think Amazon.com (NASDAQ:AMZN) Can Stay On Top Of Its Debt,Simply Wall St.,https://finance.yahoo.com/news/think-amazon-com-nasdaq-amzn-120130692.html,1717329690,STORY,"[""AMZN""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/2a9KCWIDCiKjwZhy3JsrCQ--~B/aD00MzI7dz0xMTk0O2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/simply_wall_st__316/879a86978b61b61254f6f30494ce0d20"", ""width"": 1194, ""height"": 432, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/OAOxOoCh7eE.1FhRDPv7tA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/simply_wall_st__316/879a86978b61b61254f6f30494ce0d20"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",AMZN
12fd2970-121c-31ce-8444-db98525e5d94,Inside Apple’s efforts to build a better recycling robot,TechCrunch,https://finance.yahoo.com/m/12fd2970-121c-31ce-8444-db98525e5d94/inside-apple%E2%80%99s-efforts-to.html,1717406580,STORY,"[""AAPL""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/EbnWUeyj3DL3hKl4pq5Atg--~B/aD00NTM7dz02ODA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/techcrunch_for_finance_733/5e5602578c9d78775794ff0f34424caa"", ""width"": 680, ""height"": 453, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/EJlBUf4USZQ0HrW_3B5j5Q--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/techcrunch_for_finance_733/5e5602578c9d78775794ff0f34424caa"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",AAPL
b2d6ee56-5c7c-43b7-a065-48ddae10f00a,Here's what's really bothering me about the exploding Nasdaq,Yahoo Finance,https://finance.yahoo.com/news/heres-whats-really-bothering-me-about-the-exploding-nasdaq-123004440.html,1717405163,STORY,"[""LULU"", ""AAPL"", ""CHWY"", ""DLTR"", ""WDAY"", ""HPQ"", ""CRM"", ""MSFT"", ""ANF"", ""ADSK"", ""GOOG"", ""NVDA""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/yQe0Z.Z7lFDFMCoSVNbFNw--~B/aD00MDAwO3c9NjAwMDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2024-05/1850b990-1ea7-11ef-afd5-32ce0018a5d6"", ""width"": 6000, ""height"": 4000, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/DsYkVjhemN.C8tGDZ7fkSw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2024-05/1850b990-1ea7-11ef-afd5-32ce0018a5d6"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",AAPL
c96247a9-2286-3e76-9e28-ae1caec67f88,Disruption or integration – consumer electronics as medical devices,Medical Device Network,https://finance.yahoo.com/m/c96247a9-2286-3e76-9e28-ae1caec67f88/disruption-or-integration-%E2%80%93.html,1717400713,STORY,"[""AAPL""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/9xLotEMmoVUDjGVgiuUJFg--~B/aD01NTM7dz0xMDAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/medical_device_network_744/377612b95a58915414bb6bf9362129e1"", ""width"": 1000, ""height"": 553, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/iYXjQ7z6Bl9zO_CXyn5GhA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/medical_device_network_744/377612b95a58915414bb6bf9362129e1"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",AAPL
d769678d-bc4e-33fa-bddb-372ddeff057f,The Least Productive Country in the World,Insider Monkey,https://finance.yahoo.com/news/least-productive-country-world-134418728.html,1717335858,STORY,"[""PYPL"", ""AMZN"", ""AAPL""]",NaN,AAPL
a7fd9698-26a1-385b-8715-cb297d061afd,Is Apple Stock a Buy Now?,Motley Fool,https://finance.yahoo.com/m/a7fd9698-26a1-385b-8715-cb297d061afd/is-apple-stock-a-buy-now%3F.html,1717326900,STORY,"[""AAPL""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/x_5C0QsVt3jIzdHFA_kFnQ--~B/aD0zODA7dz03MjA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/motleyfool.com/a8d858e7fe65df09cdf8b31fa4d08a5d"", ""width"": 720, ""height"": 380, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/rnMqkvKRGwLq4vuFSfX6mQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/a8d858e7fe65df09cdf8b31fa4d08a5d"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",AAPL
0906b73b-5bf3-35c3-b716-3ebde5510715,Should You Buy Apple Before This Key June 10 Event?,Motley Fool,https://finance.yahoo.com/m/0906b73b-5bf3-35c3-b716-3ebde5510715/should-you-buy-apple-before.html,1717321200,STORY,"[""AAPL""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/k1EhmDMscb4pqUtVH19P.w--~B/aD05MzM7dz0xNDAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/464df608955841da1049af105297b298"", ""width"": 1400, ""height"": 933, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/qq33Jew0LLOs7UgYwiwLoA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/464df608955841da1049af105297b298"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",AAPL
9a32b8d6-e710-39ca-a7a4-8be4d6fc5c79,Prediction: These 5 Artificial Intelligence (AI) Stocks Will Be Worth a Combined $25 Trillion by 2030,Motley Fool,https://finance.yahoo.com/m/9a32b8d6-e710-39ca-a7a4-8be4d6fc5c79/prediction%3A-these-5.html,1717319460,STORY,"[""MSFT"", ""AAPL"", ""GOOG"", ""NVDA"", ""AMZN""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/RZD8NOKXi2JviZWi8zf8.Q--~B/aD0xMzY5O3c9MjE4ODthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/motleyfool.com/45d1b428b5dd7585f5f9f10a3a3ab972"", ""width"": 2188, ""height"": 1369, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/j9InkpJWruI3jG1JlRloXQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/45d1b428b5dd7585f5f9f10a3a3ab972"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",AAPL
c42710f7-553a-3103-b405-3cc15ea4d8f2,"5 big analyst AI moves: Apple reiterated as Top Pick, C3.ai stock upgraded",Investing.com,https://finance.yahoo.com/news/5-big-analyst-ai-moves-030807080.html,1717297687,STORY,"[""AI"", ""AAPL"", ""DELL"", ""STX"", ""MU"", ""QCOM""]",NaN,AAPL
5e957385-c183-3a34-a145-b4e348b73ecd,Meta Platforms Could Be Next to Split Its Stock,Barrons.com,https://finance.yahoo.com/m/5e957385-c183-3a34-a145-b4e348b73ecd/meta-platforms-could-be-next.html,1717411344,STORY,"[""META""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/_kc6REYMS1JrAuV5bYtjfA--~B/aD02NTt3PTMyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/Barrons.com/12ea0f43d8f8307249a68d1cb2e0587e"", ""width"": 320, ""height"": 65, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/5waH37HKuL3X52B3V2GWrw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/Barrons.com/12ea0f43d8f8307249a68d1cb2e0587e"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",META
c60ff4b0-9ee4-3682-84be-3a40d518d2dc,Cathie Wood Owns These 2 AI Stocks. Should You?,Motley Fool,https://finance.yahoo.com/m/c60ff4b0-9ee4-3682-84be-3a40d518d2dc/cathie-wood-owns-these-2-ai.html,1717409700,STORY,"[""META"", ""RXRX""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/eGFzGx_n2cwaWxOCYbtkQQ--~B/aD0xNDE0O3c9MjEyMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/motleyfool.com/e1f396f9fd06ae058c71ad20075a77f7"", ""width"": 2120, ""height"": 1414, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/PuK0PrdpJThTpea.0YaiFQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/e1f396f9fd06ae058c71ad20075a77f7"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",META
47ecd4a0-786e-4a0a-a664-24d9afeec2f7,Tech companies bet on carbon removal startups as AI tests climate goals,Yahoo Finance,https://finance.yahoo.com/news/tech-companies-bet-on-carbon-removal-startups-as-ai-tests-climate-goals-100026858.html,1717408826,STORY,"[""META"", ""JPM"", ""MSFT"", ""GOOG""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/CxFQZlgwwAlCTwPwc7MFng--~B/aD00MDAwO3c9NjAwMDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2024-05/2fc297b0-1f88-11ef-9f77-600f8c3192a0"", ""width"": 6000, ""height"": 4000, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/ziaqNDv2dWkei5JVFYPpEA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2024-05/2fc297b0-1f88-11ef-9f77-600f8c3192a0"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",META
f007a382-1ef6-36e0-83b0-9c946d470a1f,Billionaire Ray Dalio Just Bought These 5 Artificial Intelligence (AI) Stocks,Motley Fool,https://finance.yahoo.com/m/f007a382-1ef6-36e0-83b0-9c946d470a1f/billionaire-ray-dalio-just.html,1717408800,STORY,"[""NVDA"", ""MSFT"", ""GOOG"", ""META"", ""AMZN""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/0HgkEKOCNMaWtnUjqL0kLw--~B/aD00NDE7dz03MjA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/motleyfool.com/23a4e347a15c2c630047b88a9c30fdf2"", ""width"": 720, ""height"": 441, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/XIAcc6pUzLq1h10yRbMzYg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/23a4e347a15c2c630047b88a9c30fdf2"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",META
10535a07-a55a-3448-96d7-1a8d7c4eafef,Big Tech's bet to reach net zero? Rocks,Yahoo Finance Video,https://finance.yahoo.com/video/big-techs-bet-reach-net-095546370.html,1717408546,VIDEO,"[""GOOG"", ""WDAY"", ""SHOP"", ""META"", ""ADSK"", ""HMRZF"", ""HNNMY"", ""MSFT"", ""JPM""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/w3UuuHBJkiB.s5bQqCBRFg--~B/aD0xMDgwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2024-05/acd8b420-1f81-11ef-b5fb-d24ce5cb8d39"", ""width"": 1920, ""height"": 1080, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/fnRzMgareRwP00p0AdpNeQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2024-05/acd8b420-1f81-11ef-b5fb-d24ce5cb8d39"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",META
8984b565-c2e6-3978-a07e-55768ced42b7,"Meta Platforms Insider Sold Shares Worth $50,054,450, According to a Recent SEC Filing",MT Newswires,https://finance.yahoo.com/news/meta-platforms-insider-sold-shares-072406967.html,1717399446,STORY,"[""META""]",NaN,META
0620a34b-017f-33f3-8ff6-15c200b19f82,Nvidia vs. Chipotle: Which Could Be the Better Stock-Split Stock to Buy Now and Hold for the Next 10 Years?,Motley Fool,https://finance.yahoo.com/m/0620a34b-017f-33f3-8ff6-15c200b19f82/nvidia-vs.-chipotle%3A-which.html,1717357500,STORY,"[""NVDA"", ""CMG"", ""META""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/o8E0595gDlf.5tnzS_cOAw--~B/aD00NzM7dz03MjA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/motleyfool.com/2755d006fd8699870a110ad6fed1a6d6"", ""width"": 720, ""height"": 473, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/6RtRqF.uZ.XU6IG44oTmjw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/2755d006fd8699870a110ad6fed1a6d6"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",META
d262bd9f-fbd3-36ad-ba13-eadd718b6ee2,3 Magnificent Artificial Intelligence (AI) Stocks to Buy in June,Motley Fool,https://finance.yahoo.com/m/d262bd9f-fbd3-36ad-ba13-eadd718b6ee2/3-magnificent-artificial.html,1717334100,STORY,"[""NVDA"", ""AMZN"", ""META""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/jIwk39Q8h5IWzrA3cYrIwQ--~B/aD0xNDEyO3c9MjEyMjthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/motleyfool.com/99bf71b9c32a02511e43db76c8f3c18e"", ""width"": 2122, ""height"": 1412, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/2CTl0oVu3w4MYQFYlCIULQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/99bf71b9c32a02511e43db76c8f3c18e"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",META
8e1cb1fb-302a-3fe8-9dbd-78d1f200810b,Is Alphabet a Buy?,Motley Fool,https://finance.yahoo.com/m/8e1cb1fb-302a-3fe8-9dbd-78d1f200810b/is-alphabet-a-buy%3F.html,1717417800,STORY,"[""GOOG"", ""MSFT""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/ttwb4MsyL863aSjFeS1dvA--~B/aD0xMDIxO3c9MTQwMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/motleyfool.com/ba45078dfe23ac877e1899dbab85d805"", ""width"": 1400, ""height"": 1021, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/hzeNqlr22oAztNApOnJkyg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/ba45078dfe23ac877e1899dbab85d805"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",GOOG
b983dac7-7c63-3810-93f7-a2b415b557c3,1 AI Stock Outpaced Nvidia by Nearly 300%; Is It Still a Strong Buy?,Motley Fool,https://finance.yahoo.com/m/b983dac7-7c63-3810-93f7-a2b415b557c3/1-ai-stock-outpaced-nvidia-by.html,1717411500,STORY,"[""NVDA"", ""VRT"", ""MSFT"", ""GOOG""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/LMouxFLMwwbI7TcMGUAERw--~B/aD00NTY7dz03MjA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/motleyfool.com/cd842766f1222544c49a541f1a47da6d"", ""width"": 720, ""height"": 456, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/Nz5w1bRdZk_wxVVcONR84Q--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/cd842766f1222544c49a541f1a47da6d"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",GOOG
583729df-d04a-449f-983b-ee3ffd908e2b,"Ford CEO on the future of EVs, Detroit, and his relationship with Tesla's Elon Musk",Yahoo Finance,https://finance.yahoo.com/news/ford-ceo-on-the-future-of-evs-detroit-and-his-relationship-with-teslas-elon-musk-101044343.html,1717409444,STORY,"[""GM"", ""F"", ""TM"", ""TOYOF"", ""TSLA"", ""GOOG""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/SwHP93zJ5eaSg_girlPK1w--~B/aD0yMDAwO3c9MzAwMDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2024-05/9bfd71b0-1f8e-11ef-bbf7-0c659849f519"", ""width"": 3000, ""height"": 2000, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/UYSO2MJqrNSOOp6qWNP3Bg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2024-05/9bfd71b0-1f8e-11ef-bbf7-0c659849f519"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",GOOG
47ecd4a0-786e-4a0a-a664-24d9afeec2f7,Tech companies bet on carbon removal startups as AI tests climate goals,Yahoo Finance,https://finance.yahoo.com/news/tech-companies-bet-on-carbon-removal-startups-as-ai-tests-climate-goals-100026858.html,1717408826,STORY,"[""META"", ""JPM"", ""MSFT"", ""GOOG""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/CxFQZlgwwAlCTwPwc7MFng--~B/aD00MDAwO3c9NjAwMDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2024-05/2fc297b0-1f88-11ef-9f77-600f8c3192a0"", ""width"": 6000, ""height"": 4000, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/ziaqNDv2dWkei5JVFYPpEA--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2024-05/2fc297b0-1f88-11ef-9f77-600f8c3192a0"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",GOOG
f007a382-1ef6-36e0-83b0-9c946d470a1f,Billionaire Ray Dalio Just Bought These 5 Artificial Intelligence (AI) Stocks,Motley Fool,https://finance.yahoo.com/m/f007a382-1ef6-36e0-83b0-9c946d470a1f/billionaire-ray-dalio-just.html,1717408800,STORY,"[""NVDA"", ""MSFT"", ""GOOG"", ""META"", ""AMZN""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/0HgkEKOCNMaWtnUjqL0kLw--~B/aD00NDE7dz03MjA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/motleyfool.com/23a4e347a15c2c630047b88a9c30fdf2"", ""width"": 720, ""height"": 441, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/XIAcc6pUzLq1h10yRbMzYg--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/23a4e347a15c2c630047b88a9c30fdf2"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",GOOG
10535a07-a55a-3448-96d7-1a8d7c4eafef,Big Tech's bet to reach net zero? Rocks,Yahoo Finance Video,https://finance.yahoo.com/video/big-techs-bet-reach-net-095546370.html,1717408546,VIDEO,"[""GOOG"", ""WDAY"", ""SHOP"", ""META"", ""ADSK"", ""HMRZF"", ""HNNMY"", ""MSFT"", ""JPM""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/w3UuuHBJkiB.s5bQqCBRFg--~B/aD0xMDgwO3c9MTkyMDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2024-05/acd8b420-1f81-11ef-b5fb-d24ce5cb8d39"", ""width"": 1920, ""height"": 1080, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/fnRzMgareRwP00p0AdpNeQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2024-05/acd8b420-1f81-11ef-b5fb-d24ce5cb8d39"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",GOOG
9f4187ba-0bb7-31cd-82ef-18992fa51e31,Is Salesforce Stock a Buy Now?,Motley Fool,https://finance.yahoo.com/m/9f4187ba-0bb7-31cd-82ef-18992fa51e31/is-salesforce-stock-a-buy-now%3F.html,1717405800,STORY,"[""CRM"", ""MSFT"", ""GOOG""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/hRZAghHtBvpLQ4qUMdeGZA--~B/aD05MzM7dz0xNDAwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/d419846db8ceb6b99fc92e612a4efa5f"", ""width"": 1400, ""height"": 933, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/fpjR7C8RfqY93erQ0SaSyQ--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en/motleyfool.com/d419846db8ceb6b99fc92e612a4efa5f"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",GOOG
b2d6ee56-5c7c-43b7-a065-48ddae10f00a,Here's what's really bothering me about the exploding Nasdaq,Yahoo Finance,https://finance.yahoo.com/news/heres-whats-really-bothering-me-about-the-exploding-nasdaq-123004440.html,1717405163,STORY,"[""LULU"", ""AAPL"", ""CHWY"", ""DLTR"", ""WDAY"", ""HPQ"", ""CRM"", ""MSFT"", ""ANF"", ""ADSK"", ""GOOG"", ""NVDA""]","{""resolutions"": [{""url"": ""https://s.yimg.com/uu/api/res/1.2/yQe0Z.Z7lFDFMCoSVNbFNw--~B/aD00MDAwO3c9NjAwMDthcHBpZD15dGFjaHlvbg--/https://s.yimg.com/os/creatr-uploaded-images/2024-05/1850b990-1ea7-11ef-afd5-32ce0018a5d6"", ""width"": 6000, ""height"": 4000, ""tag"": ""original""}, {""url"": ""https://s.yimg.com/uu/api/res/1.2/DsYkVjhemN.C8tGDZ7fkSw--~B/Zmk9ZmlsbDtoPTE0MDtweW9mZj0wO3c9MTQwO2FwcGlkPXl0YWNoeW9u/https://s.yimg.com/os/creatr-uploaded-images/2024-05/1850b990-1ea7-11ef-afd5-32ce0018a5d6"", ""width"": 140, ""height"": 140, ""tag"": ""140x140""}]}",GOOG
